Mysterious Challenger##Noble Sacrifice	0.36092448266595	2686.0	2781.0	4661.0
Arcane Missiles##Mana Wyrm	0.36079910829117723	8416.0	9887.0	13439.0
Blizzard##Ice Block	0.3606643540418375	6862.0	9101.0	9925.0
Force of Nature##Keeper of the Grove	0.360310780187763	5565.0	6152.0	9293.0
Execute##Slam	0.36007911653205865	10923.0	19004.0	11331.0
Babbling Book##Firelands Portal	0.35936927026035936	2940.0	3793.0	4388.0
Lord Jaraxxus##Shadowflame	0.35908696595098677	6623.0	8032.0	10412.0
Menagerie Magician##Zoobot	0.3590342679127726	461.0	580.0	704.0
Shaky Zipgunner##Trogg Beastrager	0.3588565594691169	703.0	1037.0	922.0
Eaglehorn Bow##Explosive Trap	0.35858021240916715	8981.0	14527.0	10519.0
Animal Companion##Houndmaster	0.3574677786201668	9430.0	16449.0	9931.0
Doomguard##Flame Imp	0.35737404250728233	6625.0	9072.0	9466.0
Maelstrom Portal##Spirit Claws	0.35667163226218346	3352.0	5753.0	3645.0
Fireball##Mana Wyrm	0.3565180467091295	12594.0	21886.0	13439.0
Execute##Grommash Hellscream	0.35525446133509586	10750.0	19004.0	11256.0
Backstab##Deadly Poison	0.35508872119110746	10446.0	17786.0	11632.0
Arcane Missiles##Sorcerer's Apprentice	0.354586129753915	7291.0	9887.0	10675.0
Mortal Coil##Siphon Soul	0.35437319063075706	8079.0	12819.0	9979.0
Frostbolt##Mana Wyrm	0.3535391872475398	13041.0	23448.0	13439.0
Noble Sacrifice##Redemption	0.35336343637837214	3052.0	4661.0	3976.0
Blizzard##Frost Nova	0.3529835947358933	5874.0	9101.0	7540.0
Lord Jaraxxus##Siphon Soul	0.35289545277885737	6356.0	8032.0	9979.0
Mortal Coil##Shadowflame	0.35276139640996945	8195.0	12819.0	10412.0
Flamewaker##Sorcerer's Apprentice	0.35248901903367497	6741.0	8449.0	10675.0
Forbidden Ritual##Possessed Villager	0.35226939970717425	2406.0	2893.0	3937.0
Call of the Wild##Infested Wolf	0.35203681942812376	3595.0	5460.0	4752.0
Drakonid Operative##Kabal Talonpriest	0.3520234785295026	2279.0	2951.0	3523.0
Rat Pack##Trogg Beastrager	0.35113350125944587	697.0	1063.0	922.0
Brawl##Fiery War Axe	0.35113069016152715	11956.0	12376.0	21674.0
Deadly Poison##SI:7 Agent	0.3510840476282822	9052.0	11632.0	14151.0
Fire Elemental##Hex	0.35105551211884284	9878.0	10731.0	17407.0
Eaglehorn Bow##Quick Shot	0.3506592089492609	8777.0	14527.0	10503.0
Ancient of Lore##Force of Nature	0.34984907605094606	4752.0	7431.0	6152.0
Flametongue Totem##Rockbiter Weapon	0.34981415518042436	9035.0	13903.0	11925.0
Feral Spirit##Lightning Bolt	0.3495997103431629	8690.0	13057.0	11800.0
Arcanite Reaper##Upgrade!	0.34807613309598795	2542.0	4410.0	2893.0
Hellfire##Lord Jaraxxus	0.3477748758129769	6791.0	11495.0	8032.0
Animal Companion##Quick Shot	0.3475437815375482	9367.0	16449.0	10503.0
Flametongue Totem##Hex	0.3470456723091664	10866.0	13903.0	17407.0
Grimscale Oracle##Murloc Tidehunter	0.3464905544463216	2256.0	2765.0	3746.0
Entomb##Excavated Evil	0.3459275651751498	6409.0	11246.0	7281.0
Blackwing Corruptor##Blackwing Technician	0.34543129299700126	7833.0	13608.0	9068.0
Feral Spirit##Lightning Storm	0.3449842480517327	10403.0	13057.0	17098.0
Forbidden Healing##Ragnaros Lightlord	0.34484081319524357	2697.0	3885.0	3936.0
Fandral Staghelm##Raven Idol	0.34479371316306484	3861.0	5540.0	5658.0
Feral Spirit##Flametongue Totem	0.344473293768546	9287.0	13057.0	13903.0
Dragonfire Potion##Kabal Talonpriest	0.3444100253449732	2446.0	3579.0	3523.0
Hex##Mana Tide Totem	0.3443416678710796	9530.0	17407.0	10269.0
Mortal Strike##Upgrade!	0.34426513968419226	1984.0	2870.0	2893.0
Fiery War Axe##Shield Slam	0.3440613938546655	11567.0	21674.0	11945.0
Frost Nova##Ice Block	0.343143429716576	5993.0	7540.0	9925.0
Enchanted Raven##Menagerie Warden	0.34302984510766904	908.0	1662.0	985.0
Doomguard##Voidwalker	0.34212660401660067	7172.0	9072.0	11891.0
Kabal Crystal Runner##Potion of Polymorph	0.3415463041631266	402.0	601.0	576.0
Rat Pack##Shaky Zipgunner	0.3414285714285714	717.0	1063.0	1037.0
Armorsmith##Execute	0.34111530227342235	10038.0	10423.0	19004.0
